id,target
Id_ot4qwor2ta,35971961.58362938
Id_lznaw3e7t3,21801451.848707005
Id_hsk931d44l,17689018.94217873
Id_jx350g2cv8,15545863.763178505
Id_wl4ymwl2ee,20966681.22368229
Id_bhp7c2exzl,17328680.37156952
Id_9xrjwgx8x6,25039390.203451827
Id_klc82809jm,31583637.773698155
Id_hwym1swhjx,38202248.87640265
Id_vyrokab3ty,20439134.864532404
Id_v8pe3vund9,12752009.039206073
Id_sjsn6kl2bu,18968486.67931187
Id_j29bnwmjc2,26937383.98798909
Id_ir92sreprh,25799709.929637946
Id_gi2yi1zy2j,17312163.975589037
Id_uzc9pcqsj5,11999335.893222304
Id_u01bgafowo,17324605.840753376
Id_t52wk9c5sl,30128624.559211574
Id_owq5j789r9,14899232.019741062
Id_yf728nepds,21202245.114037924
Id_xtxb93mh1q,17843166.729816698
Id_fythe6lz4e,22855569.551036373
Id_l7t307suqd,24479853.273863994
Id_jejhl0y7f9,21370157.10846763
Id_shzx7sywym,22851162.898280896
Id_difye4lncc,13471339.425281897
Id_roj9c9yzsh,17634979.243350048
Id_vxr14nvrkd,26872149.356290273
Id_jgz0lh1vdq,16919556.229587402
Id_cecj1kvk9v,13207135.358161159
Id_ywxr21h3m6,9122358.71887828
Id_paqh6rc397,12375653.577566925
Id_70b9ho2q5x,16321059.090804499
Id_zea9r4dz6h,24370942.674071133
Id_f5zyjw2qdx,20114404.317413036
Id_tpweetjrny,25359281.742037904
Id_pck70l9o7b,20592973.553610995
Id_hpg2zp0ej0,16178249.154774666
Id_fzh2ixxo7m,21079327.596990436
Id_so4svfejet,20074487.550162368
Id_534ldhphmt,24408597.762181435
Id_tu9ckpscq0,33844841.073875315
Id_sfo0rjlu1g,29668680.8923288
Id_vjbgbbjbj1,22118092.432978086
Id_pxlb84zn8p,24642155.958478842
Id_v53pbxmx15,30150760.887384046
Id_qqcpq1dylz,29304690.888347536
Id_03cyvz9v3q,38808558.00294313
Id_cu31zgmm7f,46481299.33806242
Id_b0vdyzwo9t,48371435.26110682
Id_i3f84uhng9,50107468.592405275
Id_4moiayk1hc,63323229.38517907
Id_gr85szeotc,61493604.45997392
Id_4zqrqxfzmd,64167879.98707123
Id_xltkq8ellb,47980873.71628639
Id_dhi0k2f04j,63559040.32160276
Id_c510bvje3q,59891817.94674493
Id_zavpprw6tk,67734022.5006399
Id_9ead1xyj56,68333921.05342773
Id_9hkg9tx7ug,50940921.62225905
Id_lyvrajcwpl,53871606.32144939
Id_bhuh6xcxat,46815800.233336836
Id_uiagh37fld,60673214.73447919
Id_l32fmjygbo,46778230.27718586
Id_f3q9cgzuwg,58536110.87268643
Id_i4mul4elqh,52354731.70226685
Id_vgo65dckrq,43872508.76397355
Id_2assoso7ld,42297155.57676723
Id_5z9i2g8wly,38344103.15058742
Id_7l64lmuc05,48582778.7523512
Id_tcnx4v6em2,45892263.33877863
Id_gx8pmqyue6,54986734.83824113
Id_unwibtn8x0,58644455.75178482
Id_olxbbge5xz,50816144.036681324
Id_w8jds5ccav,35826370.64911759
Id_5urulwrboq,48472988.32370216
Id_fu9woi47rv,32176979.916398548
Id_oht9e1341h,35288152.79542246
Id_35fsw75qx8,32997312.64399654
Id_9r9l7shrj6,20196956.13753807
Id_mkirgmkdqu,16659568.819719769
Id_s6mrxng6sk,23706960.98900258
Id_uaotxvz54x,27310956.04119818
Id_5l0eo5b1a1,16087434.621625852
Id_vcpc4fxms2,20145401.747834623
Id_o0sspq9sr5,17838654.39195826
Id_u6c8tfkw75,18754086.485919215
Id_m6qr72033j,19690237.26857078
Id_xe8qbjd7v9,11191860.63137866
Id_v5f85aa4rj,11527861.412684444
Id_ywomhua1lj,7706170.58103043
Id_4b8aylp128,5943266.116339344
Id_xt7auskgxu,14588320.329176106
Id_mqhlbuffz5,11950785.073405128
Id_f25whfyty2,10575489.805581102
Id_gy7ip1r7x6,7170109.407113167
Id_rb12vlr5ve,34954724.695662975
Id_jjen4hxx4r,40523807.909590855
Id_tzzn3lbwzw,45211650.29741838
Id_zt9ex9gpd9,37114355.0097916
Id_eixr7ntwd2,25777847.072600454
Id_cjpaambfz7,23460803.569679953
Id_pwnejlyc6y,16399020.159908975
Id_8srt97oytl,16867709.34294664
Id_hhf41ktc93,14145852.083863515
Id_lc8u6emx7w,8254103.972727812
Id_sl3td39ri6,7490657.37979879
Id_dfkzy49rq4,6627337.473772483
Id_jnn7icmn9h,4242585.144047507
Id_xlaimpiaaj,4627500.935224394
Id_e6jb062m9s,4029078.611381216
Id_v8y8vhok8g,3760617.157699246
Id_7a0w8rjttk,11053371.380252052
Id_bip7ra6zeu,10117824.260500522
Id_cxkkd1zjvr,10137798.098968796
Id_bl102lplxz,10215392.87407457
Id_mibtzo7ipd,4539912.123549731
Id_2houw9ir4x,2312655.724854013
Id_6q3q2mo5vx,2894347.1698738704
Id_wqm5oushe7,2538274.0563840657
Id_q40xqcma2m,1978291.5095002088
Id_r1wttrf2c4,1707219.0872808855
Id_tp58mrueee,7152050.740496433
Id_ebqp9zjjgn,5801544.28157097
Id_wij1br1iff,7018602.105520714
Id_2m1bmgmx51,9280701.991894936
Id_md7s6ucc86,7243305.171407375
Id_np30x7ac2h,6694260.184755577
Id_l0625agyy8,5696283.9684821
Id_5t9uni1rlr,6193893.910341082
Id_xujri7q3fa,4854106.235227116
Id_r5qqi31lnh,4492086.54395804
Id_x5y7um5jyl,2884860.1841820795
Id_b9amggbcdi,1743062.251218075
Id_ykm9vivv6x,2296265.3607362155
Id_atx4vv86of,1668391.8580865324
Id_t5s808ihcl,11801805.390937336
Id_x9dl7jmkrb,6514286.761019225
Id_kwe3yh1jgx,4749304.437371333
Id_jy5ryb5dp0,4278278.547150413
Id_6nrsrrcyhz,15426621.0381544
Id_qw9sgxbr1p,32690462.687281575
Id_4tvl6saxkp,59373040.62137385
Id_ct2we5o0mn,52359685.64469679
Id_e96pv7ghat,35393771.9807068
Id_994c5n7r6e,21226148.9869472
Id_e1c8y1kfsy,17526001.74638459
Id_cqi7n77azi,11239869.555107543
Id_ampwqqlicu,24027643.945699193
Id_42236zoyuv,44414304.37221636
Id_rnqj4afqkc,46340161.01861176
Id_gng2jftscc,41833824.477139816
Id_5mg2ofoczv,50487728.1136689
Id_dv84eq0i7q,62905829.44325633
Id_544jg651ow,58729002.802654974
Id_flcmq41zwl,51087522.633559495
Id_t8uxh7ka2l,36788218.06992331
Id_fqvva4lwkt,23836424.43621976
Id_96og31tfco,18753382.635590605
Id_7jccm4azsa,17738309.340086035
Id_gxa8uzweqm,15345863.385440996
Id_mo1hx3g0ot,13333325.244577337
Id_13lbxbxxul,10196521.972011115
Id_4a6flzkb15,6721893.645046762
Id_s1v0i86ca4,10068963.30144081
Id_1v0fw9o76n,32020791.13118183
Id_ryetuxs1e6,61103154.06786841
Id_9y6did9keb,61777689.7728543
Id_7av43bl9mp,57734390.257052355
Id_bmzqwwy8yf,50888801.208047375
Id_4q2d4txsr6,43059786.61812354
Id_q6p1vx97hp,30604169.111622773
Id_dxdf9ia7qq,21203717.441448636
Id_g1m20miszr,27073010.28467954
Id_yfmhmd2frq,46372695.3995455
Id_fkek2f91rk,45465081.68565929
Id_3y316r01td,40138165.02560653
Id_hjocie9i0m,58934654.34946346
Id_jvkvryb9y0,60010441.904741056
Id_h1karh9kmp,48169202.14626887
Id_y0ixh7oalf,46357612.02128874
Id_at2nijrj0r,41352509.023787364
Id_37tbsh6nuk,28458436.27048841
Id_hdwtshujtk,23800842.13798262
Id_vwcxy2pom5,22029017.889882863
Id_1cii32aqj4,18625157.222523097
Id_xztmv1vxf8,18072892.968457103
Id_t47f0t5crk,14642389.842726402
Id_2vxu7q8s7n,18864787.06410309
Id_1ko883hl7s,21665567.02387534
Id_qvbk276aa8,19051913.259327795
Id_ad0axat5vu,20335719.274685383
Id_trt220b4f1,18340841.800106317
Id_9h05j9tcd9,20020850.814929783
Id_eny3j9ixj8,25745220.77546613
Id_h5jvt05vf6,23108878.61742267
Id_1afruhh0jg,20235273.693984352
Id_k613dj765t,25230865.290883128
Id_rxiaj8eao9,23074527.050847188
Id_083qv217po,21394320.795757182
Id_xq16epg4zs,22875597.46031002
Id_zon7t4zmg4,23959401.80009896
Id_wf3j22akno,13074798.329878498
Id_ejtu0netf9,25236552.96337173
Id_fkkjtg1wuq,21215254.857354168
Id_gbvzhk8jq6,22981062.25163734
Id_frdn64lp3w,18565642.58712168
Id_agfu3gjni5,22730068.853880234
Id_hgub73eyun,17657938.603996847
Id_v8tn7ek2jo,19982887.7647867
Id_gl8tjcw6s3,15054083.561109353
Id_ts280vx8ri,21524768.10956784
Id_xkuh7t9kdh,19401307.655409418
Id_u23unigd1n,23468002.166455917
Id_tcps5p9b2l,21282274.230974928
Id_fesiguljme,20364557.71317151
Id_mx43d8hlwf,20611653.52021693
Id_k46qj9ufky,22122609.929813705
Id_m2lnt67qz5,16252283.812825125
Id_09qacw0wcd,13326881.359989947
Id_sg94zhqto5,10628099.548507877
Id_3kx7y8r3m1,15711857.241821602
Id_cbxnebc39a,17424356.388083458
Id_lb3z5wl6e3,15047047.249365652
Id_nfopaw63md,20020850.814929783
Id_xl82o679fv,19187307.95840337
Id_vuudfu7e6p,19770797.14921914
Id_1u1j5wwgql,17080785.60497108
Id_r4nwu1oqge,12995478.718348065
Id_exgnp47mhg,23391509.49990909
Id_zbeqllnu6r,23614446.30504656
Id_ykw176l05k,29318978.53697232
Id_y6blhtrlla,25985431.510501653
Id_2vvwf15fb3,26089117.980199818
Id_r5cymcv10o,25328428.271984935
Id_6glkwde0c3,22415267.29018456
Id_e0e6r3mf6n,23583495.92745439
Id_1gmeyisj1t,23480202.209686574
Id_2kcbm6pcg8,26684501.446914807
Id_8p4528flpv,24062584.049299195
Id_sugvj6jdh4,25093529.508649267
Id_v59sjj2491,23860068.025875807
Id_4t9lgp0d6b,24139137.877463926
Id_vcb2fvgwhs,24066607.0958937
Id_pfqktaz0jx,24178149.156583183
Id_dvcd7miybe,26110165.326296423
Id_nel4np3cp7,25108954.118683137
Id_z7qxtrr755,26843754.124158774
Id_t1ly7dalfj,28514135.690803684
Id_uf1eu0mp6s,25210023.712525032
Id_avbefu3zoq,24017392.042062372
Id_zi2iwbn3l1,21292418.296449497
Id_zf3pd7xkbi,23825813.837022
Id_lnugvjqyvo,26110165.326296423
Id_s8afpdm63o,28514135.690803684
Id_1d8yajtlbb,22034720.74636567
Id_nd69ved228,24093824.415422887
Id_5d8enbveba,21942797.827334635
Id_n5u6xoykzo,23582596.44905727
Id_837kmowi7w,23620399.19868818
Id_p663a5ei4q,16404375.95996948
Id_flv603k7q2,24893179.2800992
Id_lbxd0mpvzq,22461580.776491635
Id_f42kzbatnv,23614446.30504656
Id_ka8rsp79k2,23582596.44905727
Id_wr207wftse,22128024.450600453
Id_zcro7qcu00,21990346.477191284
Id_ivil4sdpgj,23583392.070636794
Id_e1ivnxasak,22311621.27290927
Id_wcrckt4o6c,18346964.694338396
Id_w0masi50y3,22045112.77912318
Id_wl4hlhc7cj,22151726.19346781
Id_qnpv7rgagq,21045732.90676804
Id_8n2zgpei13,22244211.215015016
Id_z2o997rr9p,21758821.518340528
Id_144ctvt2j9,17181186.423628315
Id_oph523h41v,12698539.379854934
Id_9t33rgzfqu,22218652.567607045
Id_6tclpg95j5,25754660.245665357
Id_rhbcksqdqo,23583495.92745439
Id_aijr7tbcl6,24480665.951875024
Id_vecviidjsp,23391509.49990909
Id_2k5t85cef7,23221754.17291219
Id_j1bucylkao,21338765.038469214
Id_miesvbjw41,21702576.763531856
Id_gn4ugu5g4w,21937601.636044703
Id_3gynkkh07o,21338765.038469214
Id_u7rn4an36s,21826965.833135016
Id_vdrdqqvz09,24877754.670065332
Id_tztpd8j5xj,20933428.23563371
Id_azgjy71gvw,21409809.425489727
Id_g5ialzgzhu,20968140.438009143
Id_99kirrj7xr,16247676.85111555
Id_qvg3n0jvro,16785983.259402107
Id_66drctpwx9,18936432.37988384
Id_ckr0tymcbh,17588488.089872308
Id_usqbg7nx09,20968140.438009143
Id_07udylvc66,20968140.438009143
Id_5939ir8k6k,21307339.21956836
Id_xe4s2hidzi,21592912.42436233
Id_dryt02puc4,16471084.782678608
Id_0g3xnmbqor,18899033.191076253
Id_69xjof0qyr,18870151.426589523
Id_p6xa3yfs3p,20169706.69226057
Id_8o2iwtmpbf,21512658.481788483
Id_vtbrkxizc2,21259299.199525192
Id_36dxghu97v,22415267.29018456
Id_wroggtqws0,23447139.36675187
Id_e3p041sxr0,22139041.28685068
Id_x9agjw8alk,21950286.542661835
Id_q1i0r3sn13,21272557.41837716
Id_euw3c5ebyl,22415267.29018456
Id_6an0vw5p92,25745220.77546613
Id_8cq07nwn6o,18404963.101161867
Id_wu26x69zdx,23198348.429612823
Id_890dj7anzj,22311621.27290927
Id_9ojjzhz8nb,24841882.520838045
Id_98yr6q35n4,21653186.611027963
Id_53j1o33ueu,19359960.642194346
Id_ao22zw90d2,27681937.42212529
Id_i2mtsj4fod,25792713.041118946
Id_likv8wwcoe,24017392.042062372
Id_cwdmsk4qyb,20799198.31799125
Id_12w4lf1lx9,24324521.632093363
Id_idldg5qkmz,23770636.047659334
Id_hd603wnat4,27804561.46437271
Id_1pcsx8romu,22353018.752331883
Id_xmvom6l1cu,23620399.19868818
Id_dynuuzutio,22384190.2049188
Id_1abp7hhzpg,24893179.2800992
Id_2qxfg1o5c4,23585999.690307718
Id_gfwgp4thi5,20624911.7390689
Id_z8jakl1t42,22066976.42632941
Id_2fnlkypc2m,24017392.042062372
Id_gnq1art051,23582596.44905727
Id_tgtmhpcnsf,26093583.799994253
Id_8xaijurs2j,24062688.19144173
Id_sl1s7r9zw3,25308461.785711978
Id_uu8rzaxlzy,27067182.54921043
Id_jlcdfnvjhi,27637946.15524174
Id_9y8n4og4r6,22319878.02523377
Id_j4x5bjvlxq,20437413.016439185
Id_dm5pq4lzvq,19855470.54615775
Id_s3vbot8d3g,22528990.834385887
Id_jdqve0v3qe,21028763.56696433
Id_2jmblqswqv,20410893.389534015
Id_hygu74k7xu,22400055.2255245
Id_sfjv5973qy,21744331.147461753
Id_599juhorgz,22089509.095796265
Id_6oa3e2k1xe,22800088.587756887
Id_ksrh56f4li,21641854.36290864
Id_ms57huim1b,19784286.356244095
Id_rqfflulwlz,21112936.782904446
Id_a39tmj6j1a,21272557.41837716
Id_1vguqisr6m,20478811.272019364
Id_6a2gwplpbv,20933428.23563371
Id_juu3yj7o5b,22129676.18992842
Id_dutsmrxra2,21272557.41837716
Id_o2ljvi8twc,21747281.23164232
Id_fssl5mtbn7,22528990.834385887
Id_oc0h2qhaf4,22126456.923034556
Id_laedhxutph,22311621.27290927
Id_f3blye1pf5,21649347.255343616
Id_kalhg7yyg2,21203054.444716524
Id_td0t2nga1d,18384717.997068122
Id_5yh5ztk9lc,21702576.763531856
Id_auipkx6xpb,19076156.84780332
Id_mznmujws18,21641854.36290864
Id_n4r54pyhkm,21636662.34872649
Id_lmwub25d4a,22013454.75332138
Id_k9d82t0ji6,18903327.928240623
Id_p25ux6dva4,21255048.262599476
Id_j8zwo1aw5c,20921535.927303046
Id_gaqk6pl3eo,22493260.511840098
Id_2xeidmic9i,24190528.325523704
Id_slyfd8v3jc,21990346.477191284
Id_607ciqd0pp,22311621.27290927
Id_rmf2btraun,22151726.19346781
Id_5yz7aklxs2,22144277.500600655
Id_l3lzrfn244,21950286.542661835
Id_ikylvr2x4s,22366914.498426385
Id_ga1m7w3w0t,21272557.41837716
Id_aij59o2r9q,20454387.285014078
Id_fo7x87b25g,21045732.90676804
Id_2g23f7qf2o,16785983.259402107
Id_cz0ubp49lg,18562837.35613587
Id_pq3p90c1z0,22235443.821529936
Id_nsd5sx2cz9,19725562.159895256
Id_uhxyz4klsz,18899033.191076253
Id_gc2k67wgmi,18384717.997068122
Id_89ms08uxaa,19401307.655409418
Id_z0yhdlkj31,20116886.78217589
Id_10dm2dhv7h,21115978.050646365
Id_mvr9ri5wr4,19971600.799526542
Id_g5pu4trni6,20410893.389534015
Id_8qo7e2abjm,18822772.627461225
Id_w5y1betw4i,18525531.561608423
Id_9j0j55xr10,20116886.78217589
Id_9vv1h2y709,17630773.43006906
Id_dkkqi9g1n0,17630773.43006906
Id_fvba00km70,20302661.424695432
Id_ej8uklskyp,21738866.933691084
Id_zf376d6u96,20910034.461104315
Id_8mn2zh9chf,18204510.24558296
Id_ysuvcz9or0,17919740.161867842
Id_gagk75b81c,14804942.858070126
Id_p9ky3xm714,24174997.093050137
Id_k2c4wj0jwd,22456206.897089984
Id_b8ufazq0qp,21392872.494202405
Id_vc0gcc8qcn,20784583.958974622
Id_22jv9qdjtj,20478811.272019364
Id_oxbsnnyow6,21736710.794263482
Id_iusbzeud4c,20924612.50101841
Id_792z989hcz,21216312.663568493
Id_r8ahqv2smf,20312559.347494684
Id_iuplxkaq4g,20355989.581043147
Id_m5i35wbp57,22528990.834385887
Id_w8v5jf8e9t,22455412.99170258
Id_14ak32plxt,22462380.796751425
Id_oytnghpz2y,22844809.055137478
Id_8pl9p275qh,23986151.675938677
Id_5i6a0qvle3,24221664.54950486
Id_4sbh6wzzwf,19919147.705277763
Id_q0lfgyhwfg,17310089.16948755
Id_d4zz61bmb6,15135076.471786782
Id_19u76ploy4,14962172.737600813
Id_u8p4ihoy8a,16387061.75073743
Id_qpkrsm6f2a,18346964.694338396
Id_6g1hb5c3d1,19000806.38396524
Id_0swkitnqih,21221277.5211373
Id_fk3n5ryqri,21259299.199525192
Id_kq6kligcng,18404963.101161867
Id_35uzdhakn2,17174960.998819582
Id_vpanpbnt0d,20220872.874918967
Id_e2r7cu57u1,21076474.507063657
Id_85ktlowdy1,18260814.951684684
Id_o18nk41mox,18957995.476498894
Id_w11k589tig,18936432.37988384
Id_l55g0b844x,18936432.37988384
Id_380lvcu387,16785983.259402107
Id_ovuowrb34l,20076837.9042857
Id_tbsmf7550h,19855470.54615775
Id_cp4qs7f5ci,18899033.191076253
Id_bn2jk9zy2k,18521192.844201993
Id_prt566gt8u,18971601.54592555
Id_qpzpel2ll1,20170679.70105677
Id_d1aq88xo3j,19116806.516179264
Id_05lm32i205,20799198.31799125
Id_nv35g9o55b,22056336.928517018
Id_81fpxn28up,21702576.763531856
Id_yt5zfnn6v9,20502018.917896427
Id_m1p5gxe8rj,18899033.191076253
Id_gk6du1e2ny,21715632.33865966
Id_c5vc4jexb3,23582596.44905727
Id_xyu7lbsum7,22056336.928517018
Id_l5zur5gr6i,24138785.006067708
Id_sn8252rsul,23583392.070636794
Id_17v9wxnl2t,21327983.08030595
Id_ay36og32bu,21032474.68791607
Id_80s0ovjcet,23940682.748524114
Id_n116lpvo3e,25669014.93486182
Id_qnzupta6qi,21611705.240629084
Id_e0co6s2csf,20124313.782833435
Id_47mui18dbo,21624390.14724621
Id_8w14kvftyk,20116886.78217589
Id_wo4jc6u490,19901016.01662536
Id_dyinf45kgu,17493161.776453536
Id_llba2gkwax,18260814.951684684
Id_syxrqo55x1,20730344.66523583
Id_lfkpzx475w,20169706.69226057
Id_ogeumdemfr,17919740.161867842
Id_99jjv3pfot,12427559.984474882
Id_juqtd9u4e2,13072691.891328184
Id_g4v2yq2zvq,16252283.812825125
Id_0233k0hscw,16291494.660562932
Id_97qh1uogf1,14057394.889517665
Id_hz7ihlj46x,12351456.209488347
Id_dxkjdyctj4,17285189.787333377
Id_1ik25cm5vg,20095149.587325837
Id_dlkrudd0bk,18384717.997068122
Id_ncds8uhtkb,17405623.990523968
Id_phge4iiu2e,18521192.844201993
Id_72mpigb7cb,16291494.660562932
Id_asc51uz439,19873608.059928555
Id_qrp1dt6olu,21203054.444716524
Id_1gdqydnmgj,18384717.997068122
Id_leptmomnd6,19747451.989989102
Id_uykzjmkdbe,16820718.576224305
Id_3q82ibnpx2,18936432.37988384
Id_9tos51vpbr,14982344.08350592
Id_73hem86t8n,17919740.161867842
Id_n7ah8ujppu,23614446.30504656
Id_nll1oqeyt7,23582596.44905727
Id_reioemrcxt,23512052.065675862
Id_bydt4yff6n,21750903.394468848
Id_lamq3hj01u,20441375.4120676
Id_i2ud8yrzrj,23198348.429612823
Id_jg69gj6o7x,23614446.30504656
Id_3t20ihp7vi,21780897.151734814
Id_l96ir62m4u,21259299.199525192
Id_4llykoppse,21720824.35284181
Id_paps066t3w,18899033.191076253
Id_m9vvlrwt4x,21636662.34872649
Id_1smoqjfsc1,21895490.04583644
Id_a3adjk85qp,23900055.587073892
Id_8527zquvke,21715632.33865966
Id_rmjgy9x2ie,22319878.02523377
Id_dz14drxtdv,25108954.118683137
Id_y9ujzrfe9a,28692965.22017882
Id_24g34sn3dm,29322624.016687103
Id_qybk6kp56o,27822013.117421303
Id_dgzgb3w8sc,28211922.48760424
Id_jyssmcno02,25253764.577078253
Id_hszn9s4jcv,23180435.622248277
Id_xtwqtrl5gr,25650664.64965061
Id_mo2nck0xmo,22319878.02523377
Id_ubo6t9qx92,20910034.461104315
Id_x76jqroogv,22429828.2157809
Id_7ibaamezoh,23620399.19868818
Id_pgou0h1ada,22456206.897089984
Id_5ypi42zeql,21990346.477191284
Id_i4m1y026wb,17210292.833849754
Id_lj2ao401av,20829469.149504565
Id_l7tl1z5de1,19796740.63789651
Id_wl9dg1xsrc,22534431.43390736
Id_j4qr45bn4y,24190424.18338117
Id_50zgttth1h,23962931.865826577
Id_ksgl6rmmon,21392180.992337428
Id_8egsm1f6zf,21094657.965287305
Id_gee8wz8em9,13207763.646504834
Id_5hry6vg7wm,18384717.997068122
Id_aqytmvzsnz,18095931.837961547
Id_woc0gwmcuu,20021538.522610907
Id_e7liqku11h,21649920.567578454
Id_1ae3sof56g,22045278.92227326
Id_1tlsmgz5jx,22462380.796751425
Id_saansjp8bh,19079361.653246257
Id_bk05dzd8w9,20021538.522610907
Id_b1egi3tgck,24093824.415422887
Id_di028xuwvo,25868208.247143585
Id_bvxuszqct8,25253764.577078253
Id_l46h4yradx,21287657.831623398
Id_cj1blbgaot,23583495.92745439
Id_28vbupev8e,22528990.834385887
Id_k5vk4pcddb,23583392.070636794
Id_dybtt38s9a,21720824.35284181
Id_a3amr916pr,21203054.444716524
Id_aqrju85yee,20799198.31799125
Id_bn8394a51b,18962604.162874445
Id_ns6cwbg6ii,18899033.191076253
Id_lvtui4ixte,17611487.693685867
Id_6arvwb28bs,18564510.172094166
Id_1nlub55x3q,22066976.42632941
Id_6aijb60rf3,23180435.622248277
Id_82slee3ttp,23511252.090888556
Id_77a450k8ms,23220024.902468745
Id_qbcllxs3p5,22212458.65430429
Id_ijdkofn3fg,22048888.235649865
Id_om02s9jzac,20968140.438009143
Id_5ocov7kqc1,23074527.050847188
Id_mjn2mmbbil,23583392.070636794
Id_e95c07zxo0,23696506.236495607
Id_oit6oiz3zu,29612381.88314426
Id_gvpwfwfmog,23480202.209686574
Id_os7j2205kq,23723599.57446672
Id_1yus6h3w0j,21024237.345745213
Id_qzfpg5245e,20730344.66523583
Id_giqa566x7d,12134081.352742175
Id_swh6ew1w3l,20558418.86258526
Id_afjhzkejqz,20116886.78217589
Id_i3kqidqsf7,22125672.777532525
Id_2s7l7re5cs,22353018.752331883
Id_t4qchobp6e,18936432.37988384
Id_71fz8fxuco,21814276.65867187
Id_vgmyzj1qg7,18364930.646776088
Id_0u4jegug6n,18521192.844201993
Id_3xjanr1bjx,17959390.751884237
Id_3iddotdx0n,21046773.413835656
Id_fz4bccrdyp,19402131.441643074
Id_ksxyisdqa6,18900066.54789737
Id_1kr7y8vhd5,21950286.542661835
Id_ai3puu0rzk,22125672.777532525
Id_3nzpfdpvbm,15962612.552026425
Id_znc40jzs0x,16767046.143321127
Id_zs20xdjm81,18363278.32783639
Id_nmzd0xkfoo,20730344.66523583
Id_qwc3ri9017,20968140.438009143
Id_u0pb5n9q7z,22380286.163062174
Id_f3o6mb5rr8,23723599.57446672
Id_abub4wurzm,21950286.542661835
Id_bo0ic9x6bn,24097847.462017395
Id_fvwc6nwb8w,22092315.395465873
Id_gp1zdc6mh0,25226177.3820412
Id_o7yginm1ya,24332638.980508447
Id_95w0n14ak4,22456206.897089984
Id_vpozznwhps,24877025.61058303
Id_l5cdsuibaw,28077077.837359916
Id_tldgcfx6d0,24282798.26280947
Id_q820d1i8jz,24332638.980508447
Id_dwbqaahxay,23124031.778605
Id_8co2hhayda,24378946.91800114
Id_qfrveua7si,24171823.831805885
